time,x,x_dot,input
0,1,-2.2,2.34759767898757e-35
0.1,0.779154952265774,-2.20315970975469,4.38041093615327e-35
0.2,0.561551569457951,-2.14257437579643,8.15305367419823e-35
0.3,0.351740670311449,-2.04867383435598,1.51370070121648e-34
0.4,0.152145231543117,-1.94139555508179,2.80332846315192e-34
0.5,-0.0364325234625801,-1.83072388516727,5.17871754810418e-34
0.6,-0.213920449458452,-1.71895444980297,9.54299567318408e-34
0.7,-0.380096508562942,-1.60306454667893,1.7541288554828e-33
0.8,-0.534274658466127,-1.47815656044947,3.21627016731787e-33
0.9,-0.675221466382321,-1.3380503948172,5.88244419545492e-33
1,-0.801233825944539,-1.17585347132025,1.07319186783153e-32
1.1,-0.909814741132508,-0.987934173686438,1.95304025203836e-32
1.2,-0.998074835328846,-0.774601388367744,3.54535133421403e-32
1.3,-1.0637840025073,-0.539968828326878,6.41980190973806e-32
1.4,-1.10540157830134,-0.291982470249792,1.15957338862806e-31
1.5,-1.12212337254116,-0.0426450802033584,2.08924377227132e-31
1.6,-1.11439936330667,0.194206132366418,3.75486438624826e-31
1.7,-1.08405198290614,0.406871949493236,6.73152805434973e-31
1.8,-1.03406428940319,0.58646138876478,1.20378056591965e-30
1.9,-0.968026217121581,0.728089089679453,2.14731253396798e-30
2,-0.88976884358738,0.830911012128333,3.8208277057936e-30
2.1,-0.80303886402,0.89795209314777,6.78162721966567e-30
2.2,-0.711193574730784,0.934223300420843,1.20067270000427e-29
2.3,-0.617024330280265,0.945484145149936,2.1204577454936e-29
2.4,-0.52273872056666,0.93760015901513,3.73550113794174e-29
2.5,-0.429967026645043,0.916217566653277,6.56420880307702e-29
2.6,-0.339825036252571,0.885588964774172,1.15061535442408e-28
2.7,-0.253036927232597,0.849036434855363,2.01183429414035e-28
2.8,-0.170097315748975,0.809063847925304,3.50887997133065e-28
2.9,-0.0912784383209749,0.76733394665996,6.10462627863828e-28
3,-0.0166730837263751,0.724787845101793,1.05940962675468e-27
3.1,0.0536601605314364,0.681866542902052,1.8339310855176e-27
3.2,0.119693620802885,0.638613978201409,3.1667689109153e-27
3.3,0.181387073501603,0.594977893623946,5.45461367852241e-27
3.4,0.238686255940991,0.550816298575327,9.37186201170898e-27
3.5,0.291522866334224,0.50589746924279,1.60620893581072e-26
3.6,0.33981456379425,0.45989994859515,2.74594891590893e-26
3.7,0.383472490257802,0.412536237946193,4.68270860414241e-26
3.8,0.422342315151319,0.363841491957296,7.96555566350483e-26
3.9,0.456260731912776,0.313972797252587,1.35160342661921e-25
4,0.485114702775616,0.263194181648367,2.2876877952604e-25
4.1,0.508841564351602,0.211876823638324,3.86241104325644e-25
4.2,0.527429027630824,0.160499052393538,6.50480809961956e-25
4.3,0.540915177981694,0.109646347762477,1.09275990400005e-24
4.4,0.549377853025464,0.0599731458801643,1.83117258427769e-24
4.5,0.552962843692152,0.0121871012685126,3.06089243262356e-24
4.6,0.551909021541487,-0.0329861555847993,5.10365279715305e-24
4.7,0.546501263225756,-0.0749505172896222,8.48845086720957e-24
4.8,0.537069354196335,-0.113242591706871,1.40828327213812e-23
4.9,0.523987988703696,-0.147531701948523,2.33058993169318e-23
5,0.507676769797404,-0.177619886377616,3.84729931335321e-23
5.1,0.488581987228068,-0.203431127347961,6.33520026091126e-23
5.2,0.467116305117758,-0.224985836134815,1.04058841010141e-22
5.3,0.443709662988227,-0.242421598797256,1.70495093314003e-22
5.4,0.418765008586161,-0.255948286647145,2.78650001136035e-22
5.5,0.392653903691507,-0.265844824985164,4.54276715598833e-22
5.6,0.365716524117483,-0.272459193100811,7.38747746352132e-22
5.7,0.338262402659793,-0.276180082585181,1.19835674492754e-21
5.8,0.310566239737575,-0.277331574424897,1.93905596587348e-21
5.9,0.282865819217044,-0.276248453015139,3.12974408463005e-21
6,0.255370219933033,-0.273246174326506,5.03896769715e-21
6.1,0.228260157235241,-0.26861697477285,8.09260951081469e-21
6.2,0.201687982988235,-0.262629871211282,1.29643235055019e-20
6.3,0.175777685571446,-0.255530660942166,2.07169299734802e-20
6.4,0.150624889879174,-0.247541921709121,3.30228993036965e-20
6.5,0.126302462160215,-0.238854738268055,5.25072491498518e-20
6.6,0.102880637214389,-0.229593045419213,8.32794016189964e-20
6.7,0.0804055282708547,-0.21986926698325,1.31755935693713e-19
6.8,0.0589149594293449,-0.209786794431115,2.07929948955758e-19
6.9,0.0384404713007021,-0.199437934942897,3.27324239951092e-19
7,0.0190073210068789,-0.188903911407825,5.13988678583446e-19
7.1,0.000634482180939561,-0.178254862424264,8.050877189408e-19
7.2,-0.0166653550329407,-0.167549842299723,1.2579028884757e-18
7.3,-0.0328857839794765,-0.156836821050845,1.96049297628207e-18
7.4,-0.0480266814922708,-0.146152684403416,3.04787906478121e-18
7.5,-0.0620942078938159,-0.13552323379236,4.72655194095143e-18
7.6,-0.0751008069954936,-0.124963186361739,7.31148178750329e-18
7.7,-0.0870649126884948,-0.114476646582592,1.12818581276032e-17
7.8,-0.0979888939091544,-0.104098824877116,1.7364813742831e-17
7.9,-0.107879829756218,-0.0938764874204017,2.6660843679117e-17
8,-0.116757702022303,-0.0838402851863191,4.08311781583478e-17
8.1,-0.124644340423515,-0.0740189984736433,6.23769589835377e-17
8.2,-0.131563422599445,-0.0644395369060528,9.50540768953995e-17
8.3,-0.137540474113172,-0.0551269394321308,1.44487927901495e-16
8.4,-0.14260286845126,-0.046104374325364,2.19081971775466e-16
8.5,-0.146779827023763,-0.0373931391841433,3.31356872798438e-16
8.6,-0.150102419164217,-0.0290126609317635,4.99918937424859e-16
8.7,-0.152603562129649,-0.0209804958164235,7.5234572585411e-16
8.8,-0.154318021100571,-0.0133123294112262,1.12940470157715e-15
8.9,-0.155282364357133,-0.00602199141700891,1.69120396588933e-15
9,-0.155529820753057,0.000876022836184999,2.52613554176845e-15
9.1,-0.155101697265377,0.00736902296709928,3.76384364451549e-15
9.2,-0.154044389590392,0.0134483506109473,5.59397810717595e-15
9.3,-0.15240313132146,0.0191080201340959,8.29323963531158e-15
9.4,-0.150221993948988,0.0243447186340663,1.22642764284822e-14
9.5,-0.147543886860441,0.0291578059395336,1.80914722555626e-14
9.6,-0.144410557340335,0.0335493146103267,2.66207418612649e-14
9.7,-0.140862590570242,0.0375239499374285,3.90733512588503e-14
9.8,-0.136939409628787,0.0410890899429758,5.72078245090068e-14
9.9,-0.13267927549165,0.0442547853802593,8.35496178519188e-14
10,-0.128119287031565,0.0470337597337239,1.2171602665145e-13
10.1,-0.123295381030925,0.0494414090071992,1.76874542380495e-13
10.2,-0.118243584198123,0.0514885737479565,2.56387681839835e-13
10.3,-0.113001794339172,0.053185840524446,3.70717634985218e-13
10.4,-0.107606270286066,0.0545499915813811,5.34691893577082e-13
10.5,-0.1020911023471,0.0555977903992672,7.69268975280638e-13
10.6,-0.0964882123068612,0.0563459816944012,1.10399498156858e-12
10.7,-0.0908273534262368,0.0568112914188721,1.58041173073454e-12
10.8,-0.0851361104424086,0.0570104267605605,2.25677183860276e-12
10.9,-0.0794398995688553,0.0569600761431388,3.21454364537682e-12
11,-0.0737619684953521,0.0566769092260714,4.5673602041823e-12
11.1,-0.0681233963879708,0.0561775769046142,6.47329596915963e-12
11.2,-0.0625430938890798,0.0554787113098152,9.15166108507792e-12
11.3,-0.0570384112779309,0.0545964890617967,1.29059107249934e-11
11.4,-0.0516290663617793,0.0535448577490584,1.8154807508959e-11
11.5,-0.0463319149127394,0.0523397968737205,2.54746897942184e-11
11.6,-0.0411618458405999,0.0509970296762069,3.56566406199805e-11
11.7,-0.0361323115057798,0.0495315134126316,4.97835895274854e-11
11.8,-0.0312553277193272,0.0479574393547981,6.93339997082659e-11
11.9,-0.0265414737429203,0.0462882327901996,9.63209073967956e-11
12,-0.0219998922888671,0.0445365530220193,1.33477830738143e-10
12.1,-0.0176382895201049,0.0427142933691297,1.84506630806229e-10
12.2,-0.0134629350502015,0.0408325811660934,2.54407014082254e-10
12.3,-0.00947866194335384,0.0389017777631625,3.4991329742899e-10
12.4,-0.00568886671438889,0.0369314785262789,4.80071668515617e-10
12.5,-0.00209608961732508,0.0349306906756624,6.57000909077942e-10
12.6,0.00129500374001399,0.032909443720791,8.96891953982046e-10
12.7,0.00448312736721811,0.0308774659459787,1.22131741340353e-09
12.8,0.0074682093256879,0.0288437624967891,1.65894212177365e-09
12.9,0.0102507624906226,0.0268167213393771,2.24775091550662e-09
13,0.0128318845510201,0.024804113260488,3.03794142491164e-09
13.1,0.015213258009677,0.0228130918674584,4.09566920173962e-09
13.2,0.0173971501831887,0.0208501935882156,5.50788181234117e-09
13.3,0.0193864132019491,0.018921337671278,7.38853979324003e-09
13.4,0.0211844840101509,0.0170318261857545,9.88659820312234e-09
13.5,0.0227953843657856,0.0151863440213453,1.31962160178529e-08
13.6,0.0242237208406433,0.0133889588883413,1.75697754741022e-08
13.7,0.0254746848203127,0.0116431213176242,2.33344339879714e-08
13.8,0.0265535813862231,0.00995212233531939,3.09131025008293e-08
